id,cogency,cogency_mean,effectiveness,effectiveness_mean,reasonableness,reasonableness_mean,overall,overall_mean,argumentative,argumentative_majority,text,title
3B623HUYJ4ZR9Y6W6DZIGGXN5KS8SL,"(2, 'n/a', 'n/a', 'n/a', 3, 'n/a', '#', 3, 3, 4, 'n/a', 'n/a', 4, 4, 'n/a', 3, 'n/a', 'n/a', '#', 'n/a')",3.25,"(2, 'n/a', 'n/a', 'n/a', 3, 'n/a', '#', 2, 4, 4, 'n/a', 'n/a', 4, 3, 'n/a', 4, 'n/a', 'n/a', '#', 'n/a')",3.25,"(2, 'n/a', 'n/a', 'n/a', 3, 'n/a', '#', 3, 4, 4, 'n/a', 'n/a', 4, 2, 'n/a', 2, 'n/a', 'n/a', '#', 'n/a')",3.0,"(2, 'n/a', 'n/a', 'n/a', 3, 'n/a', '#', 3, 4, 4, 'n/a', 'n/a', 4, 3, 'n/a', 3, 'n/a', 'n/a', '#', 'n/a')",3.25,"(1, 'n/a', 'n/a', 'n/a', 1, 'n/a', 0, 1, 1, 1, 'n/a', 'n/a', 1, 1, 'n/a', 1, 'n/a', 'n/a', 0, 'n/a')",1,"He should check with a lawyer about joint custody. The support would probably be 50/50 and the custdy would be 50/50. I think she could move either way. I think she might be pre-preparing for supporr court. More time = more money? Either way she'll get the money (arears) and the chidren will suffer in the meantime. If the get along well they could work it out (legally) in the form of a contract. He could use the threat of court as leverage, but I would chek with a lawyer.",Was my advice bad to this dad?
3NSCTNUR2ZW4MK10RF6OJWTQHOKA5P,"(1, 'n/a', '#', 'n/a', 'n/a', 'n/a', '#', 3, 4, 3, 'n/a', 'n/a', '#', 'n/a', 'n/a', 4, 1, 'n/a', '#', 'n/a')",2.6666666666666665,"(2, 'n/a', '#', 'n/a', 'n/a', 'n/a', '#', 3, 4, 2, 'n/a', 'n/a', '#', 'n/a', 'n/a', 5, 1, 'n/a', '#', 'n/a')",2.8333333333333335,"(2, 'n/a', '#', 'n/a', 'n/a', 'n/a', '#', 3, 4, 2, 'n/a', 'n/a', '#', 'n/a', 'n/a', 3, 1, 'n/a', '#', 'n/a')",2.5,"(2, 'n/a', '#', 'n/a', 'n/a', 'n/a', '#', 3, 4, 2, 'n/a', 'n/a', '#', 'n/a', 'n/a', 3, 1, 'n/a', '#', 'n/a')",2.5,"(1, 'n/a', 0, 'n/a', 'n/a', 'n/a', 0, 1, 1, 1, 'n/a', 'n/a', '#', 'n/a', 'n/a', 1, 1, 'n/a', 0, 'n/a')",1,"Not sure if they have it right or not. How do they cope with any coffee mornings or fund raising events they have, if people bringing goods in to either sell or serve? I work for a charity where we cook meals in various village and church halls and any cooks have to have a F.H. Cert and the premises have to be registered. Know this doesn't help but if you pose the question to your local envirnment officer they might be able to help,ask at your local council offices for their number. Good luck",Food hygiene regulations for none business use?
3ZCC2DXSD7D3KQ9NINP1XF9QE9RYYG,"('n/a', 'n/a', 2, 3, 3, '#', 3, 'n/a', 3, 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 3, 'n/a', 3, 2, '#', 'n/a')",2.75,"('n/a', 'n/a', 2, 3, 3, '#', 2, 'n/a', 3, 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 2, 'n/a', 3, 2, '#', 'n/a')",2.5,"('n/a', 'n/a', 2, 2, 3, '#', 2, 'n/a', 3, 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 2, 'n/a', 3, 2, '#', 'n/a')",2.375,"('n/a', 'n/a', 2, 3, 3, '#', 2, 'n/a', 3, 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 2, 'n/a', 3, 2, '#', 'n/a')",2.5,"('n/a', 'n/a', 1, 1, 1, 0, 1, 'n/a', 1, 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 1, 'n/a', 1, 1, 0, 'n/a')",1,"I live in Utah and can tell you what the rules are here. You are in another state, and any other answer you get here is somebody's guess.

Contact the Indiana State Board of Pharmacy and they can give you the rules and requirements.

I would bet the guys in the Pharmacy know the rules already. If they are 'acting stupid'  or otherwise discouraging you, then I would suspect they are not so keen on having a student. I can't blame them really. Students are more trouble than they are worth, UNLESS they are going to stay with the company.",Pharmacy Laws And Restrictions?
3PCPFX4U40ZOBX16MNGJV8Z89PLFQY,"(4, 1, 'n/a', 'n/a', 2, 'n/a', 'n/a', 3, 'n/a', 3, 'n/a', 'n/a', 2, 4, 2, 'n/a', 'n/a', 3, '#', 'n/a')",2.6666666666666665,"(4, 1, 'n/a', 'n/a', 2, 'n/a', 'n/a', 3, 'n/a', 4, 'n/a', 'n/a', 2, 3, 2, 'n/a', 'n/a', 4, '#', 'n/a')",2.7777777777777777,"(4, 1, 'n/a', 'n/a', 2, 'n/a', 'n/a', 3, 'n/a', 4, 'n/a', 'n/a', 2, 3, 3, 'n/a', 'n/a', 3, '#', 'n/a')",2.7777777777777777,"(4, 1, 'n/a', 'n/a', 2, 'n/a', 'n/a', 3, 'n/a', 4, 'n/a', 'n/a', 2, 3, 2, 'n/a', 'n/a', 3, '#', 'n/a')",2.6666666666666665,"(1, 1, 'n/a', 'n/a', 1, 'n/a', 'n/a', 1, 'n/a', 1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 'n/a', 1, 0, 'n/a')",1,"I would appeal to the landlord if he could do it before hand. 

Summer tecnically doesn't start until the 21st.  So he hasn't done anything wrong. 

Here in canada, the rental landlords turn the air on June 1st, so there have been a few really hot & humid days, that I have had air on, & felt sorry for those renters unable to use it. 

Use swimming pools or your tub to cool them down, dress lightly, and buy some fans for the rooms until it is installed. 

good luck to you.",Breaking  a lease???
3XUSYT70ITA3PKIBEJRES255KVBD01,"(4,)",4.0,"(3,)",3.0,"(4,)",4.0,"(4,)",4.0,"(1,)",1,"Yes he can.  There are no limits on the Presidential pardon power.

Every President has pardoned people.  There is a tradition of Presidents issuing a few pardons around Christmas time, and then also before leaving office.  

The most controversial pardons are probably Gerald Ford's pardon of richard Nixon, which kept Nixon from being tried for any of his crimes which led to Nixon's impeachment.  The pardon probably cost Ford the next election.  The first President Bush also pardoned some of the people involved in the Iran-Contra affair, notably Caspar Weinberger",Can President  grant a presidential pardon to  Lewis Scooter Libby and others if convicted ofthe leak incident
3IWA71V4TIPC11977887VAIOE43X6V,"(4, 3, 'n/a', 'n/a', 2, 'n/a', 'n/a', 3, 4, 3, 'n/a', 'n/a', 3, 4, 'n/a', 4, 'n/a', 'n/a', 5, 'n/a')",3.5,"(4, 3, 'n/a', 'n/a', 2, 'n/a', 'n/a', 3, 5, 2, 'n/a', 'n/a', 2, 4, 'n/a', 5, 'n/a', 'n/a', 5, 'n/a')",3.5,"(4, 3, 'n/a', 'n/a', 2, 'n/a', 'n/a', 3, 5, 3, 'n/a', 'n/a', 3, 3, 'n/a', 3, 'n/a', 'n/a', 4, 'n/a')",3.3,"(4, 3, 'n/a', 'n/a', 2, 'n/a', 'n/a', 3, 5, 3, 'n/a', 'n/a', 3, 4, 'n/a', 4, 'n/a', 'n/a', 5, 'n/a')",3.6,"(1, 1, 'n/a', 'n/a', 1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 'n/a', 1, 1, 'n/a', 1, 'n/a', 'n/a', 1, 'n/a')",1,"Countries like Thailand are not worried  that American citizens will go to Thailand and STAY there illegally. They are pretty sure that they will get out in 2 weeks. So the government of Thailand decides to save money on a useless task of checking Americans and issuing them visas.

Now, Americans cannot say the same about the citizens of Thailand, so they have  a strict visas system for them.

So this is quite fair if you think about it.

Besides a lot of countries DO require Americans to get visas.
It all depends on the local policy of a country.",What's the logic or reason behind the fact that Americans can enter most of the countries but not vice versa?
35NNO802AV5NIRQ473UNUBHVLHPINR,"(4, 3, 'n/a', 'n/a', 3, 'n/a', 'n/a', 4, 'n/a', 4, 'n/a', 'n/a', 3, 2, 3, 'n/a', 'n/a', 2, '#', 'n/a')",3.111111111111111,"(4, 3, 'n/a', 'n/a', 3, 'n/a', 'n/a', 4, 'n/a', 4, 'n/a', 'n/a', 4, 3, 2, 'n/a', 'n/a', 2, '#', 'n/a')",3.2222222222222223,"(4, 3, 'n/a', 'n/a', 3, 'n/a', 'n/a', 4, 'n/a', 4, 'n/a', 'n/a', 4, 3, 2, 'n/a', 'n/a', 2, '#', 'n/a')",3.2222222222222223,"(4, 3, 'n/a', 'n/a', 3, 'n/a', 'n/a', 4, 'n/a', 4, 'n/a', 'n/a', 4, 2, 2, 'n/a', 'n/a', 2, '#', 'n/a')",3.111111111111111,"(1, 1, 'n/a', 'n/a', 1, 'n/a', 'n/a', 1, 'n/a', 1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 'n/a', 1, 0, 'n/a')",1,"Well, I am sure they have a time limit, although I doubt it is what you'd want to hear. Probably at least ninety days? 
The losing opponent will have to send the payment to your lawyer who will then put the check into a ""trust"" account, or some such crap, and then divvy up the proceeds, themselves first, of course, then any fees, doctors with liens, and last of all, you.  I would have you call your attorney and ask these questions.  Get what you paid in fatigue and pain for, answers and monetary compensation. Don't let them blow you off or make you sound greedy, it is your right to ask and their job to answer. End o' story.  Good luck with the timing.","When a mediation hearing is concluded,settlement agreement signed, is there a timeline for client compensation"
3G9UA71JVV3UAHIN9EYYAFA5YH97JH,"('n/a', 2, 2, 2, 2, 'n/a', 3, 'n/a', 4, 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 4, '#', 3, 'n/a', '#', 'n/a')",2.75,"('n/a', 2, 2, 1, 2, 'n/a', 2, 'n/a', 4, 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 3, '#', 3, 'n/a', '#', 'n/a')",2.375,"('n/a', 2, 2, 1, 2, 'n/a', 2, 'n/a', 4, 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 2, '#', 3, 'n/a', '#', 'n/a')",2.25,"('n/a', 2, 2, 1, 2, 'n/a', 2, 'n/a', 4, 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 3, '#', 3, 'n/a', '#', 'n/a')",2.375,"('n/a', 1, 1, 1, 1, 'n/a', 1, 'n/a', 1, 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 1, 0, 1, 'n/a', 0, 'n/a')",1,"Well now, a gray line to walk.

You wouldn't be selling a copy of a DVD, you'd be selling your time and effort to make an archival copy for them.

I've seen disclaimers saying that said person owns an original copy of said DVD and that this is just for archival purposes.

Perhaps you should do a web search and see if there are any cases or precedences out there in the UK that pertain.",Is it legal to sell backup dvd's to people who don't have the ability to backup but own a an original?
34D9ZRXCYR35SMZB3BJWC73IUXTAS5,"(5,)",5.0,"(4,)",4.0,"(5,)",5.0,"(5,)",5.0,"(1,)",1,"Can you sue?  Sure, frivolous lawsuits are filed every day. 

Do you have a legal remedy?  Maybe.  Probably not against the child who perpetrated the act; a 5 year old is too young to form intent and can't be sued.

The parents? Maybe if a statutory remedy exists in your state.

The school?  There are issues of immunity and proof of negligence.

All in all, a ""split ear"" doesn't sound like a serious injury. It probably will not result in much in monetary damages unless surgery or revision is required, or a disfigurement exists.

If you are looking to have the medicals paid - call the parents. If you want damages, call an AV rated Personal Injury attorney in your area.",My 5 year oldwas pushed over at school split her ear. Can I sue for damages?
33NOQL7T9O8OAASA15TQC9UQROT8Z4,"(4,)",4.0,"(5,)",5.0,"(4,)",4.0,"(4,)",4.0,"(1,)",1,"No. Return to the court that assigned you to the Diversion classes. Let a clerk there know your situation and that you need advice.  By plugging back into the system as soon as possible, your situation will be easily resolved.  That's a better way to conduct your life.  I tend to avoid fixing problems until they GROW into huge problems. You'll sleep better, too.  Good luck to you.","Im on Perole, But I have no Perole Officer.?"
3OWZNK3RYLYW2WWBF1LHLQ284HKU2J,"(3, 3, 2, 'n/a', 2, 'n/a', 'n/a', 'n/a', 3, 'n/a', 'n/a', 'n/a', 'n/a', 2, 4, 5, '#', 'n/a', '#', 'n/a')",3.0,"(3, 3, 2, 'n/a', 2, 'n/a', 'n/a', 'n/a', 4, 'n/a', 'n/a', 'n/a', 'n/a', 2, 3, 5, '#', 'n/a', '#', 'n/a')",3.0,"(3, 3, 2, 'n/a', 2, 'n/a', 'n/a', 'n/a', 3, 'n/a', 'n/a', 'n/a', 'n/a', 1, 3, 4, '#', 'n/a', '#', 'n/a')",2.625,"(3, 3, 2, 'n/a', 2, 'n/a', 'n/a', 'n/a', 3, 'n/a', 'n/a', 'n/a', 'n/a', 1, 3, 5, '#', 'n/a', '#', 'n/a')",2.75,"(1, 1, 1, 'n/a', 1, 'n/a', 'n/a', 'n/a', 1, 'n/a', 'n/a', 'n/a', 'n/a', 1, 1, 1, 0, 'n/a', 0, 'n/a')",1,"Generally speaking, there's no law that says you can't take pictures of someone or videotape someone who is outdoors -- that's how the Paparrazzi make all their money -- but if you were to sell the tape (or copies) or do a web-cast of the tape or distribute the tape in some other way without the consent of that person, you can get in BIG trouble.  You MUST have consent if you intend to sell, release, or distribute that tape.  If you don't you can get sued.",Is it legal to video tape someone on their property without their permission?
375VSR8FVWIUSF760EZQ3QPVIRFRZK,"(4, 'n/a', 3, 'n/a', '#', 'n/a', 'n/a', 4, 'n/a', '#', 'n/a', 'n/a', 5, 4, 'n/a', 4, 3, 'n/a', 5, 'n/a')",4.0,"(4, 'n/a', 3, 'n/a', '#', 'n/a', 'n/a', 4, 'n/a', '#', 'n/a', 'n/a', 5, 3, 'n/a', 5, 3, 'n/a', 5, 'n/a')",4.0,"(4, 'n/a', 3, 'n/a', '#', 'n/a', 'n/a', 4, 'n/a', '#', 'n/a', 'n/a', 5, 3, 'n/a', 3, 3, 'n/a', 5, 'n/a')",3.75,"(4, 'n/a', 3, 'n/a', '#', 'n/a', 'n/a', 4, 'n/a', '#', 'n/a', 'n/a', 5, 4, 'n/a', 4, 3, 'n/a', 5, 'n/a')",4.0,"(1, 'n/a', 1, 'n/a', 0, 'n/a', 'n/a', 1, 'n/a', 0, 'n/a', 'n/a', 1, 1, 'n/a', 1, 1, 'n/a', 1, 'n/a')",1,"The question isn't worded right.

The elements of the lie, an omission, and a falsehood are NOT jointly enough to constitute perjury.

The lies, omissions, and falsehoods must, themselves, be about a CRIMINAL MATTER.  Heavy petting, frottage and oral sexual contact are not criminal activities in the District of Columbia.  They are unethical for federal employees, but White House employees are exempt.  Therefore, Clinton did not PERJURE himself because he was covering up grubby sexual acts which were themselves LEGAL in that locality.

And Clinton, himself a lawyer, knew all this when he was lying under oath.","What elements of a lie, omission, or falsehood under oath have to be presented in order to constitute perjury?"
3CMV9YRYP3ATP27PD8Z8TKS6SQEJLF,"(3,)",3.0,"(4,)",4.0,"(4,)",4.0,"(4,)",4.0,"(1,)",1,"Laws from one jurisdiction cannot be enforced in another jurisdiction.  For example, let's say the seep limit was 30 and you get a ticket for going 40.  Then to move to another state.  The penalty stays in the territory, so unless you got back to where you got the ticket, it is not enforceable.  When it comes to two countries, laws of one may not be imposed by the other, except in extreme situations, for example, in murder.  In the example you give, no one will really care.",can canada garnish wages in the united states?
3KTZHH2ONIOOB3TRMG3W47YHC7FM8F,"(4,)",4.0,"(3,)",3.0,"(3,)",3.0,"(3,)",3.0,"(1,)",1,"I'm not exactly sure how the money is dispersed, but I would imagine it comes from a travel stipend or something. That might bring up the question of what funds are used to pay for Air Force One. 

But I think it's important for our political leaders, regardless of their party, to do some travelling for the sake of keeping up good relations between other groups.",Who pays for all the President Bush Flights during his helping with the campaigns?
3087LXLJ6MP0N4W75PM4G28QXWMF0M,"(2, 1, 'n/a', 'n/a', 3, 'n/a', '#', 3, 'n/a', 3, 'n/a', 'n/a', 4, 3, 1, 'n/a', 'n/a', 3, 'n/a', 'n/a')",2.5555555555555554,"(2, 1, 'n/a', 'n/a', 3, 'n/a', '#', 3, 'n/a', 2, 'n/a', 'n/a', 4, 3, 1, 'n/a', 'n/a', 4, 'n/a', 'n/a')",2.5555555555555554,"(2, 1, 'n/a', 'n/a', 3, 'n/a', '#', 2, 'n/a', 2, 'n/a', 'n/a', 4, 2, 1, 'n/a', 'n/a', 3, 'n/a', 'n/a')",2.2222222222222223,"(2, 1, 'n/a', 'n/a', 3, 'n/a', '#', 3, 'n/a', 2, 'n/a', 'n/a', 4, 2, 1, 'n/a', 'n/a', 3, 'n/a', 'n/a')",2.3333333333333335,"(1, 1, 'n/a', 'n/a', 1, 'n/a', 0, 1, 'n/a', 1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 'n/a', 1, 'n/a', 'n/a')",1,"They put foreigners to death all the time. Sometimes without bothering to tell the consul of the foreign country -- and that's a violation of international law: the US Supreme Court said it's OK; the World Court (International Court of Justice) said it's a violation of treaties, against international law.

But the USA only supports international law when international law supports its secret plans and clever tricks.",Are non U.S. persons subject to the laws of the United States?
3ZC62PVYDHJPKGT38VHXVNV8AX3XX3,"('#', 'n/a', 'n/a', 'n/a', 3, 'n/a', 'n/a', 4, 3, '#', 'n/a', 'n/a', 5, 4, 4, 5, 'n/a', 'n/a', '#', 'n/a')",4.0,"('#', 'n/a', 'n/a', 'n/a', 3, 'n/a', 'n/a', 4, 4, '#', 'n/a', 'n/a', 5, 3, 4, 5, 'n/a', 'n/a', '#', 'n/a')",4.0,"('#', 'n/a', 'n/a', 'n/a', 3, 'n/a', 'n/a', 5, 4, '#', 'n/a', 'n/a', 5, 4, 4, 4, 'n/a', 'n/a', '#', 'n/a')",4.142857142857143,"('#', 'n/a', 'n/a', 'n/a', 3, 'n/a', 'n/a', 4, 4, '#', 'n/a', 'n/a', 5, 3, 4, 5, 'n/a', 'n/a', '#', 'n/a')",4.0,"(0, 'n/a', 'n/a', 'n/a', 1, 'n/a', 'n/a', 1, 1, 0, 'n/a', 'n/a', 1, 1, 1, 1, 'n/a', 'n/a', 0, 'n/a')",1,"In order for it to be considered Forum Non Conveniens (latin for ""unconvenient forum"" ) there have to be certain requirements:
1. there has to be a more adequate forum
2. the other forum must be of better service to the parties
3. neither the plaintiff nor the defendant can be harmed by such a procedure

If, for example, the witnesses are located in the US, then it would be ""of better service"" to the parties to have the dispute resolved in the US.. if elsewhere then this somewhere else would be ""more adeqaute"" and so on

You can check the Spiliada Case. It's considered a landmark case regarding Forum Non Conveniens (In UK though)

You can also check the Laker Airways Case, where the UK and US were fighting over jurisdiction, and it was later held that both were free to proceed the trial. US due to territorial reasons and the UK due to the nationality of several parties. This case has to do more with Anti Suit Injunctions, though.","in a conflict of laws situation, when can the American courts assume jurisdiction over the dispute?"
36818Z1KV3M185EWDWIV4ZV62HU3A6,"(4,)",4.0,"(4,)",4.0,"(4,)",4.0,"(4,)",4.0,"(1,)",1,"I am a California lawyer and I am trying to get the laws changed here in California regarding child custody.  I believe that people far too often try to get sole custody simply as a way to try to hurt their former spouse/lover.  People are more concerned with feeding their own hatred for the other person than they are about protecting the best interests of their children.

Based upon the details you've given, there is no way to assess if you are indeed a good mother.  Assuming for the sake of argument that you are a good mother and your ex is doing this out of spite, then call everyone you know, scrape together every penny you have, and find a lawyer to beat this.",What do you think?
3OKP4QVBP2622HQK8BPFNTKF693AGZ,"('#',)",#,"('#',)",#,"('#',)",#,"('#',)",#,"(0,)",0,"This sounds like your neices are in big trouble.   Have you thought about just circumventing the failing system.  Go to their mother and ask her to let you have them to take care of.   She can still claim them as hers for food stamps, income tax, etc.   You get the kids.  She gets the money and benefits from claiming them.  They are safe with you.  Make sure this is a VERBAL Agreement!   At some point go to a lawyer and get a custody agreement so you would be a guardian of the children.",what do you have to do to get your kids taken from you in ohio?
3JGHED38ED0K56DMVEZ1K2PTAAIY7F,"('#', '#', 2, 'n/a', 'n/a', 'n/a', '#', 4, 4, '#', 'n/a', 'n/a', 3, 'n/a', 'n/a', 5, 'n/a', 'n/a', 5, 'n/a')",3.8333333333333335,"('#', '#', 2, 'n/a', 'n/a', 'n/a', '#', 4, 4, '#', 'n/a', 'n/a', 3, 'n/a', 'n/a', 4, 'n/a', 'n/a', 4, 'n/a')",3.5,"('#', '#', 2, 'n/a', 'n/a', 'n/a', '#', 4, 4, '#', 'n/a', 'n/a', 3, 'n/a', 'n/a', 5, 'n/a', 'n/a', 4, 'n/a')",3.6666666666666665,"('#', '#', 2, 'n/a', 'n/a', 'n/a', '#', 4, 4, '#', 'n/a', 'n/a', 3, 'n/a', 'n/a', 5, 'n/a', 'n/a', 4, 'n/a')",3.6666666666666665,"(0, 0, 1, 'n/a', 'n/a', 'n/a', 0, 1, 1, 0, 'n/a', 'n/a', 1, 'n/a', 'n/a', 1, 'n/a', 'n/a', 1, 'n/a')",1,"Unless you have a record of the computer being owned by you, you have no recourse.  You have to pay for it.  She can claim that you gave or sold it to her.  It is your word against hers.  You cannot charge her with theft unless she took possession without your consent.  The fact that you do not have a written agreement means that it will fall to the 9 tenths rule.  Possession is 9 tenths of the law.  It is hers, and you still have to pay.
You do have the option of taking her to court.  You can sue her and present your case before a judge.  You will have the burden of proof.  No proof and you will likely lose.",Someone else is suppose to be making payments on a computer I bought & isn't making the payments.What can I do
3D5G8J4N5ADQZAFO36FIIZDHHQ7TVD,"('#',)",#,"('#',)",#,"('#',)",#,"('#',)",#,"(0,)",0,"To become a Patent attorney you have to possess an undergraduate degree in one of a list of specific scientific disciplines (most engineering degrees qualify).  You also have to have a law degree from an accredited law school (if you search, you will find some law schools that have concentrations in intellectual property law).  You must sit for and pass both the bar examination of a state and the Patent bar.  Starting Pay at private law firms is in the 6 figures and pay in government jobs (like at the PTO) is slightly less, but still high.  What you do depends on where you work, you might research patent history, write patents, or defend them in court.  As far as lifestyle, as a new associate you will work extremely long hours but it will pay off after several years of practice.  Patent law is a very interesting and intellectual field.  Go for it!",Many questions on being a patent attorney?
3EFNPKWBMSX57SGELUL2FTJTTVI30F,"(2,)",2.0,"(2,)",2.0,"(2,)",2.0,"(2,)",2.0,"(1,)",1,"Well, it is claimed he was purposely taking the wrong meds so that he could return to Russia for health care, and delay his trial. Apparently, his plan backfired.

I think the UN and tribunal would have been perfectly happy to have kept him alive and the trial going forever - a lot of people (aides, staff, researchers, etc.) and a lot of lawyers were making a LOT of money off the whole thing.",What are u think about Milosevic's death?
3IH9TRB0FB8K4KJF2GWPX44SH5L1IG,"('#',)",#,"('#',)",#,"('#',)",#,"('#',)",#,"(0,)",0,"The answer depends on the facts that are given to you. 

The key word is reasonableness. Acceptance is based on a objective standard. Thus, the question turns to whether a reaonable person would have believed that the acceptance was genuine. 

The next step is to look at defenses to the contract. Based on your question, there may be an issue of unconscionability and fraud.",How would an offeror prove this example?
322ZSN9Z5GTR5XW9JAEV99D45HA4TZ,"(3, 3, 'n/a', 'n/a', 3, 'n/a', 2, 4, 4, 4, 'n/a', 'n/a', 4, 2, 'n/a', 'n/a', 'n/a', 'n/a', 2, 'n/a')",3.1,"(3, 2, 'n/a', 'n/a', 3, 'n/a', 1, 3, 4, 5, 'n/a', 'n/a', 3, 3, 'n/a', 'n/a', 'n/a', 'n/a', 1, 'n/a')",2.8,"(3, 2, 'n/a', 'n/a', 3, 'n/a', 2, 2, 4, 4, 'n/a', 'n/a', 3, 3, 'n/a', 'n/a', 'n/a', 'n/a', 1, 'n/a')",2.7,"(3, 2, 'n/a', 'n/a', 3, 'n/a', 2, 3, 4, 4, 'n/a', 'n/a', 3, 2, 'n/a', 'n/a', 'n/a', 'n/a', 1, 'n/a')",2.7,"(1, 1, 'n/a', 'n/a', 1, 'n/a', 1, 1, 1, 1, 'n/a', 'n/a', 1, 1, 'n/a', 'n/a', 'n/a', 'n/a', 1, 'n/a')",1,"Yes, all electronic communication is recorded into a big computer database.  A program sifts through looking for specific things, which are then brought to the attention of a person.  The person reviews.  So for example the fact that I type President Bush is a great President,  that will be reviewed, and the person reviewing will dismiss.

People who plot things there communication is reviewed, and possibly government intervenes.

Everything you type in an email or yahoo answers or say on a cell phone is monitored,  and with key phrases reviewed.  Do nothing violent against your government and you have nothing to worry about.",is domestic eavesdropping in effect now and is every conversation or typings being recorded or observed?
3A3KKYU7P3QZ14P9KJJ2IN13URDWMP,"(4,)",4.0,"(4,)",4.0,"(4,)",4.0,"(4,)",4.0,"(1,)",1,"Since this if your first offense, and if you have a home address and a job you and do not appear to be a flight  risk in the eyes of the court, you may even get an OR bond. If you are married and have a family this can all help. The more stable you appear the better for you. If you are without a permanent address, job and if appears that you may not have the responsibilities then I would be looking towards the higher end. If you did make a mistake, show remorse from jump street. Since the courts have a broad leeway on bonds show respect and remorse and it will be your best friend Good luck!!!",how much would bail be for a first offense class h felony?
3RWSQDNYL9VRK8BX875PJ9VU2NCFF4,"(4, 'n/a', 3, 'n/a', 3, 'n/a', '#', 4, 'n/a', '#', 'n/a', 'n/a', 5, 3, 4, 5, 'n/a', 'n/a', 'n/a', 'n/a')",3.875,"(4, 'n/a', 3, 'n/a', 3, 'n/a', '#', 4, 'n/a', '#', 'n/a', 'n/a', 5, 2, 4, 5, 'n/a', 'n/a', 'n/a', 'n/a')",3.75,"(3, 'n/a', 3, 'n/a', 3, 'n/a', '#', 4, 'n/a', '#', 'n/a', 'n/a', 5, 3, 4, 4, 'n/a', 'n/a', 'n/a', 'n/a')",3.625,"(4, 'n/a', 3, 'n/a', 3, 'n/a', '#', 4, 'n/a', '#', 'n/a', 'n/a', 5, 3, 4, 5, 'n/a', 'n/a', 'n/a', 'n/a')",3.875,"(1, 'n/a', 1, 'n/a', 1, 'n/a', 0, 1, 'n/a', 0, 'n/a', 'n/a', 1, 1, 1, 1, 'n/a', 'n/a', 'n/a', 'n/a')",1,You should contact your American Bar Association and tell them your  story. Say you need to find a new lawyer immediately. Ask them to recommend appropriate ones. You may also want to file a formal complaint against the lawyer who took advantage of you. When you find a new lawyer let him or her handle your son's case and get your money back from the first lawyer.  You may also have a malpractice insurance case against first lawyer and you may want to discuss this with the new lawyer too. Another avenue you might want to look into is if your car insurance will cover your son's attorney. Good luck.,what do you do if you think the attorney you hired is screwing you over?
3U18MJKL1UVW5O44FTY1J8J0716CNX,"(1, 2, 4, 'n/a', 3, 'n/a', 2, 3, 'n/a', 4, 'n/a', 'n/a', 4, 4, 'n/a', 3, 'n/a', 'n/a', 'n/a', 'n/a')",3.0,"(2, 2, 4, 'n/a', 3, 'n/a', 2, 3, 'n/a', 4, 'n/a', 'n/a', 3, 4, 'n/a', 5, 'n/a', 'n/a', 'n/a', 'n/a')",3.2,"(2, 2, 4, 'n/a', 3, 'n/a', 4, 3, 'n/a', 4, 'n/a', 'n/a', 3, 4, 'n/a', 4, 'n/a', 'n/a', 'n/a', 'n/a')",3.3,"(2, 2, 4, 'n/a', 3, 'n/a', 3, 3, 'n/a', 4, 'n/a', 'n/a', 3, 3, 'n/a', 4, 'n/a', 'n/a', 'n/a', 'n/a')",3.1,"(1, 1, 1, 'n/a', 1, 'n/a', 1, 1, 'n/a', 1, 'n/a', 'n/a', 1, 1, 'n/a', 1, 'n/a', 'n/a', 'n/a', 'n/a')",1,"Oh, I absolutely agree with you, cheating is wrong. Your teenage daughter is right, everybody cheats on everything. I'm a junior in high school, and alot of people cheat. There have been plenty of times when I look around the classroom during a test, and see my friends holding little ""cheat sheets"" under their desks, with answers to the test on it. I have been given the opportunity to cheat on tests alot, but for some reason I just can't bring myself to do it, because I just know that its wrong. I realize that I should have studied, but I didn't and so now I'm going to pay for it. This doesn't happen alot though, because I'm a smart kid. Also, I've noticed that cheating is more common on English and History tests. Math is harder to cheat on, I guess. Good question, I enjoyed answering it.",Do you consider cheating on tests wrong?  Why or why not?
