id,cogency_crowd,cogency_mean_crowd,effectiveness_crowd,effectiveness_mean_crowd,reasonableness_crowd,reasonableness_mean_crowd,overall_crowd,overall_mean_crowd,argumentative_crowd,argumentative_majority_crowd,cogency_experts,cogency_mean_experts,effectiveness_experts,effectiveness_mean_experts,reasonableness_experts,reasonableness_mean_experts,overall_experts,overall_mean_experts,argumentative_experts,argumentative_majority_experts,cogency,cogency_mean,effectiveness,effectiveness_mean,reasonableness,reasonableness_mean,overall,overall_mean,argumentative,argumentative_majority
3M4KL7H8KVW4B0OE0FN001EN8ZU16W,"(2, 2, 3, 'n/a', 3, 'n/a', 3, 'n/a', 'n/a', 4, 3, 'n/a', 3, 3, 4)",3.0,"(2, 3, 3, 'n/a', 3, 'n/a', 3, 'n/a', 'n/a', 4, 2, 'n/a', 3, 3, 5)",3.1,"(2, 3, 3, 'n/a', 3, 'n/a', 3, 'n/a', 'n/a', 4, 2, 'n/a', 2, 3, 4)",2.9,"(2, 3, 3, 'n/a', 3, 'n/a', 3, 'n/a', 'n/a', 4, 2, 'n/a', 3, 3, 4)",3.0,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, 2)",3.3333333333333335,"(5, 4, 2)",3.6666666666666665,"(4, 4, 4)",4.0,"(5, 4, 3)",4.0,"(1, 1, 1)",1,"(2, 2, 3, 'n/a', 3, 'n/a', 3, 'n/a', 'n/a', 4, 3, 'n/a', 3, 3, 4)(4, 4, 2)",3.166666666666667,"(2, 3, 3, 'n/a', 3, 'n/a', 3, 'n/a', 'n/a', 4, 2, 'n/a', 3, 3, 5)(5, 4, 2)",3.3833333333333333,"(2, 3, 3, 'n/a', 3, 'n/a', 3, 'n/a', 'n/a', 4, 2, 'n/a', 2, 3, 4)(4, 4, 4)",3.45,"(2, 3, 3, 'n/a', 3, 'n/a', 3, 'n/a', 'n/a', 4, 2, 'n/a', 3, 3, 4)(5, 4, 3)",3.5,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
3M67TQBQQHXNN73CU5J5VCYS2U8A94,"(5, 3, 2, 'n/a', 'n/a', 3, 3, 'n/a', 'n/a', 4, 4, 3, 2, 'n/a', 5)",3.4,"(3, 3, 3, 'n/a', 'n/a', 2, 3, 'n/a', 'n/a', 4, 3, 3, 3, 'n/a', 5)",3.2,"(4, 3, 3, 'n/a', 'n/a', 3, 3, 'n/a', 'n/a', 4, 4, 3, 1, 'n/a', 4)",3.2,"(4, 3, 3, 'n/a', 'n/a', 3, 3, 'n/a', 'n/a', 4, 3, 3, 2, 'n/a', 5)",3.3,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, 2)",3.3333333333333335,"(4, 4, 3)",3.6666666666666665,"(4, 3, 3)",3.3333333333333335,"(4, 4, 3)",3.6666666666666665,"(1, 1, 1)",1,"(5, 3, 2, 'n/a', 'n/a', 3, 3, 'n/a', 'n/a', 4, 4, 3, 2, 'n/a', 5)(4, 4, 2)",3.3666666666666667,"(3, 3, 3, 'n/a', 'n/a', 2, 3, 'n/a', 'n/a', 4, 3, 3, 3, 'n/a', 5)(4, 4, 3)",3.4333333333333336,"(4, 3, 3, 'n/a', 'n/a', 3, 3, 'n/a', 'n/a', 4, 4, 3, 1, 'n/a', 4)(4, 3, 3)",3.2666666666666666,"(4, 3, 3, 'n/a', 'n/a', 3, 3, 'n/a', 'n/a', 4, 3, 3, 2, 'n/a', 5)(4, 4, 3)",3.4833333333333334,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
3MA5N0ATTCK4BGP6Z76M3A9Z57NKWJ,"('n/a', 2, 3, 'n/a', 2, 'n/a', 3, 'n/a', 4, 2, 2, 4, 4, 'n/a', 4)",3.0,"('n/a', 2, 3, 'n/a', 2, 'n/a', 3, 'n/a', 3, 2, 3, 2, 3, 'n/a', 4)",2.7,"('n/a', 2, 3, 'n/a', 2, 'n/a', 4, 'n/a', 3, 2, 2, 3, 3, 'n/a', 3)",2.7,"('n/a', 2, 3, 'n/a', 2, 'n/a', 3, 'n/a', 3, 2, 3, 3, 3, 'n/a', 4)",2.8,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(3, 4, 3)",3.3333333333333335,"(3, 4, 3)",3.3333333333333335,"(3, 4, 3)",3.3333333333333335,"(3, 4, 3)",3.3333333333333335,"(1, 1, 1)",1,"('n/a', 2, 3, 'n/a', 2, 'n/a', 3, 'n/a', 4, 2, 2, 4, 4, 'n/a', 4)(3, 4, 3)",3.166666666666667,"('n/a', 2, 3, 'n/a', 2, 'n/a', 3, 'n/a', 3, 2, 3, 2, 3, 'n/a', 4)(3, 4, 3)",3.0166666666666666,"('n/a', 2, 3, 'n/a', 2, 'n/a', 4, 'n/a', 3, 2, 2, 3, 3, 'n/a', 3)(3, 4, 3)",3.0166666666666666,"('n/a', 2, 3, 'n/a', 2, 'n/a', 3, 'n/a', 3, 2, 3, 3, 3, 'n/a', 4)(3, 4, 3)",3.0666666666666664,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
3MDKGGG61QW5KK0N2Y7A67XI0IKT6W,"('n/a', 3, 3, 'n/a', 2, 2, 3, 'n/a', 'n/a', 4, 3, 4, 1, 'n/a', 5)",3.0,"('n/a', 3, 3, 'n/a', 2, 1, 3, 'n/a', 'n/a', 4, 2, 2, 1, 'n/a', 5)",2.6,"('n/a', 4, 3, 'n/a', 2, 2, 3, 'n/a', 'n/a', 4, 2, 3, 1, 'n/a', 5)",2.9,"('n/a', 3, 3, 'n/a', 2, 2, 3, 'n/a', 'n/a', 4, 2, 3, 1, 'n/a', 5)",2.8,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, 3)",3.6666666666666665,"(4, 4, 3)",3.6666666666666665,"(4, 4, 3)",3.6666666666666665,"(4, 4, 3)",3.6666666666666665,"(1, 1, 1)",1,"('n/a', 3, 3, 'n/a', 2, 2, 3, 'n/a', 'n/a', 4, 3, 4, 1, 'n/a', 5)(4, 4, 3)",3.333333333333333,"('n/a', 3, 3, 'n/a', 2, 1, 3, 'n/a', 'n/a', 4, 2, 2, 1, 'n/a', 5)(4, 4, 3)",3.1333333333333333,"('n/a', 4, 3, 'n/a', 2, 2, 3, 'n/a', 'n/a', 4, 2, 3, 1, 'n/a', 5)(4, 4, 3)",3.283333333333333,"('n/a', 3, 3, 'n/a', 2, 2, 3, 'n/a', 'n/a', 4, 2, 3, 1, 'n/a', 5)(4, 4, 3)",3.2333333333333334,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
3MDWE879UHBS6H840JJ1QNIYKCTB90,"(4, 2, 2, 'n/a', 'n/a', 2, 'n/a', 'n/a', 3, 2, 3, 4, 5, 'n/a', 4)",3.1,"(4, 2, 2, 'n/a', 'n/a', 1, 'n/a', 'n/a', 4, 2, 3, 4, 4, 'n/a', 4)",3.0,"(3, 2, 2, 'n/a', 'n/a', 3, 'n/a', 'n/a', 4, 2, 2, 4, 4, 'n/a', 3)",2.9,"(4, 2, 2, 'n/a', 'n/a', 2, 'n/a', 'n/a', 4, 2, 3, 4, 4, 'n/a', 4)",3.1,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, 4)",4.0,"(4, 4, 5)",4.333333333333333,"(4, 3, 3)",3.3333333333333335,"(4, 4, 4)",4.0,"(1, 1, 1)",1,"(4, 2, 2, 'n/a', 'n/a', 2, 'n/a', 'n/a', 3, 2, 3, 4, 5, 'n/a', 4)(4, 4, 4)",3.55,"(4, 2, 2, 'n/a', 'n/a', 1, 'n/a', 'n/a', 4, 2, 3, 4, 4, 'n/a', 4)(4, 4, 5)",3.6666666666666665,"(3, 2, 2, 'n/a', 'n/a', 3, 'n/a', 'n/a', 4, 2, 2, 4, 4, 'n/a', 3)(4, 3, 3)",3.1166666666666667,"(4, 2, 2, 'n/a', 'n/a', 2, 'n/a', 'n/a', 4, 2, 3, 4, 4, 'n/a', 4)(4, 4, 4)",3.55,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
3MG8450X2OJSU3XHHZWTH3A1E1IUPV,"(3, 'n/a', 2, 'n/a', 2, 3, 3, 'n/a', 'n/a', 4, 3, 3, 2, 'n/a', 5)",3.0,"(3, 'n/a', 2, 'n/a', 2, 4, 3, 'n/a', 'n/a', 3, 2, 3, 4, 'n/a', 5)",3.1,"(3, 'n/a', 2, 'n/a', 2, 3, 4, 'n/a', 'n/a', 4, 3, 3, 3, 'n/a', 5)",3.2,"(3, 'n/a', 2, 'n/a', 2, 3, 3, 'n/a', 'n/a', 4, 2, 3, 3, 'n/a', 5)",3.0,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, '#', 4)",4.0,"(4, '#', 4)",4.0,"(4, '#', 4)",4.0,"(4, '#', 4)",4.0,"(1, 0, 1)",1,"(3, 'n/a', 2, 'n/a', 2, 3, 3, 'n/a', 'n/a', 4, 3, 3, 2, 'n/a', 5)(4, '#', 4)",3.5,"(3, 'n/a', 2, 'n/a', 2, 4, 3, 'n/a', 'n/a', 3, 2, 3, 4, 'n/a', 5)(4, '#', 4)",3.55,"(3, 'n/a', 2, 'n/a', 2, 3, 4, 'n/a', 'n/a', 4, 3, 3, 3, 'n/a', 5)(4, '#', 4)",3.6,"(3, 'n/a', 2, 'n/a', 2, 3, 3, 'n/a', 'n/a', 4, 2, 3, 3, 'n/a', 5)(4, '#', 4)",3.5,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 0, 1)",1
3MIVREZQVH7ZRJTKNY7GBLRDH66KQF,"(3, 3, 2, 'n/a', 2, 3, 4, 'n/a', 'n/a', 5, 2, 'n/a', 3, 'n/a', '#')",3.0,"(4, 3, 2, 'n/a', 2, 3, 4, 'n/a', 'n/a', 5, 2, 'n/a', 3, 'n/a', '#')",3.111111111111111,"(4, 3, 2, 'n/a', 2, 4, 4, 'n/a', 'n/a', 5, 3, 'n/a', 2, 'n/a', '#')",3.2222222222222223,"(4, 3, 2, 'n/a', 2, 3, 4, 'n/a', 'n/a', 5, 2, 'n/a', 3, 'n/a', '#')",3.111111111111111,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, 3)",3.6666666666666665,"(4, 4, 4)",4.0,"(4, 4, 3)",3.6666666666666665,"(4, 4, 3)",3.6666666666666665,"(1, 1, 1)",1,"(3, 3, 2, 'n/a', 2, 3, 4, 'n/a', 'n/a', 5, 2, 'n/a', 3, 'n/a', '#')(4, 4, 3)",3.333333333333333,"(4, 3, 2, 'n/a', 2, 3, 4, 'n/a', 'n/a', 5, 2, 'n/a', 3, 'n/a', '#')(4, 4, 4)",3.5555555555555554,"(4, 3, 2, 'n/a', 2, 4, 4, 'n/a', 'n/a', 5, 3, 'n/a', 2, 'n/a', '#')(4, 4, 3)",3.4444444444444446,"(4, 3, 2, 'n/a', 2, 3, 4, 'n/a', 'n/a', 5, 2, 'n/a', 3, 'n/a', '#')(4, 4, 3)",3.388888888888889,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
3MNJFORX8BDZIBI82VSGXX4HDE25FL,"(4, 4, 3, 'n/a', 'n/a', 'n/a', 3, 'n/a', 'n/a', 3, 3, 4, 5, 4, 2)",3.5,"(3, 4, 3, 'n/a', 'n/a', 'n/a', 3, 'n/a', 'n/a', 4, 4, 4, 4, 3, 2)",3.4,"(2, 4, 3, 'n/a', 'n/a', 'n/a', 3, 'n/a', 'n/a', 4, 3, 4, 3, 4, 1)",3.1,"(3, 4, 3, 'n/a', 'n/a', 'n/a', 3, 'n/a', 'n/a', 4, 2, 4, 4, 4, 2)",3.3,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"('#', 4, 2)",3.0,"('#', 3, 2)",2.5,"('#', 4, 2)",3.0,"('#', 4, 2)",3.0,"('#', 1, 1)",1,"(4, 4, 3, 'n/a', 'n/a', 'n/a', 3, 'n/a', 'n/a', 3, 3, 4, 5, 4, 2)('#', 4, 2)",3.25,"(3, 4, 3, 'n/a', 'n/a', 'n/a', 3, 'n/a', 'n/a', 4, 4, 4, 4, 3, 2)('#', 3, 2)",2.95,"(2, 4, 3, 'n/a', 'n/a', 'n/a', 3, 'n/a', 'n/a', 4, 3, 4, 3, 4, 1)('#', 4, 2)",3.05,"(3, 4, 3, 'n/a', 'n/a', 'n/a', 3, 'n/a', 'n/a', 4, 2, 4, 4, 4, 2)('#', 4, 2)",3.15,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')('#', 1, 1)",1
3MWOYZD5WVXXED175Y7SE8DHW0SONF,"(4, 3, 3, 'n/a', 'n/a', 3, 'n/a', 4, 'n/a', 5, 4, 4, 3, 'n/a', 4)",3.7,"(4, 3, 3, 'n/a', 'n/a', 3, 'n/a', 4, 'n/a', 5, 4, 4, 4, 'n/a', 5)",3.9,"(4, 3, 3, 'n/a', 'n/a', 3, 'n/a', 4, 'n/a', 5, 4, 4, 2, 'n/a', 4)",3.6,"(4, 3, 3, 'n/a', 'n/a', 3, 'n/a', 4, 'n/a', 5, 4, 4, 3, 'n/a', 4)",3.7,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 5, 2)",3.6666666666666665,"(3, 4, 2)",3.0,"(4, 5, 2)",3.6666666666666665,"(4, 5, 2)",3.6666666666666665,"(1, 1, 1)",1,"(4, 3, 3, 'n/a', 'n/a', 3, 'n/a', 4, 'n/a', 5, 4, 4, 3, 'n/a', 4)(4, 5, 2)",3.6833333333333336,"(4, 3, 3, 'n/a', 'n/a', 3, 'n/a', 4, 'n/a', 5, 4, 4, 4, 'n/a', 5)(3, 4, 2)",3.45,"(4, 3, 3, 'n/a', 'n/a', 3, 'n/a', 4, 'n/a', 5, 4, 4, 2, 'n/a', 4)(4, 5, 2)",3.6333333333333333,"(4, 3, 3, 'n/a', 'n/a', 3, 'n/a', 4, 'n/a', 5, 4, 4, 3, 'n/a', 4)(4, 5, 2)",3.6833333333333336,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
3MYASTQBG7KRDDNAVHLT78WNXX9DQV,"(4, 3, 2, 'n/a', 'n/a', 'n/a', 4, 'n/a', 4, 5, 3, 3, 3, 'n/a', 4)",3.5,"(4, 3, 2, 'n/a', 'n/a', 'n/a', 4, 'n/a', 3, 5, 3, 2, 3, 'n/a', 4)",3.3,"(4, 3, 2, 'n/a', 'n/a', 'n/a', 4, 'n/a', 3, 5, 3, 3, 3, 'n/a', 4)",3.4,"(4, 3, 2, 'n/a', 'n/a', 'n/a', 4, 'n/a', 3, 5, 3, 3, 3, 'n/a', 4)",3.4,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, 3)",3.6666666666666665,"(4, 4, 3)",3.6666666666666665,"(4, 4, 3)",3.6666666666666665,"(4, 4, 3)",3.6666666666666665,"(1, 1, 1)",1,"(4, 3, 2, 'n/a', 'n/a', 'n/a', 4, 'n/a', 4, 5, 3, 3, 3, 'n/a', 4)(4, 4, 3)",3.583333333333333,"(4, 3, 2, 'n/a', 'n/a', 'n/a', 4, 'n/a', 3, 5, 3, 2, 3, 'n/a', 4)(4, 4, 3)",3.4833333333333334,"(4, 3, 2, 'n/a', 'n/a', 'n/a', 4, 'n/a', 3, 5, 3, 3, 3, 'n/a', 4)(4, 4, 3)",3.533333333333333,"(4, 3, 2, 'n/a', 'n/a', 'n/a', 4, 'n/a', 3, 5, 3, 3, 3, 'n/a', 4)(4, 4, 3)",3.533333333333333,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
3MZ3TAMYTLW8XPIW0AB43VM5LOIRIB,"(4, 5, 4, 'n/a', 'n/a', 4, 3, 'n/a', 'n/a', 5, 4, 4, 5, 'n/a', 5)",4.3,"(4, 5, 4, 'n/a', 'n/a', 2, 3, 'n/a', 'n/a', 5, 4, 4, 4, 'n/a', 5)",4.0,"(4, 5, 4, 'n/a', 'n/a', 3, 3, 'n/a', 'n/a', 5, 4, 4, 4, 'n/a', 5)",4.1,"(4, 5, 4, 'n/a', 'n/a', 3, 3, 'n/a', 'n/a', 5, 4, 4, 4, 'n/a', 5)",4.1,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, 3)",3.6666666666666665,"(4, 4, 3)",3.6666666666666665,"(3, 4, 3)",3.3333333333333335,"(4, 4, 3)",3.6666666666666665,"(1, 1, 1)",1,"(4, 5, 4, 'n/a', 'n/a', 4, 3, 'n/a', 'n/a', 5, 4, 4, 5, 'n/a', 5)(4, 4, 3)",3.9833333333333334,"(4, 5, 4, 'n/a', 'n/a', 2, 3, 'n/a', 'n/a', 5, 4, 4, 4, 'n/a', 5)(4, 4, 3)",3.833333333333333,"(4, 5, 4, 'n/a', 'n/a', 3, 3, 'n/a', 'n/a', 5, 4, 4, 4, 'n/a', 5)(3, 4, 3)",3.716666666666667,"(4, 5, 4, 'n/a', 'n/a', 3, 3, 'n/a', 'n/a', 5, 4, 4, 4, 'n/a', 5)(4, 4, 3)",3.883333333333333,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
3N2YPY1GI67OARXRDBQNJDDGE1PEVJ,"('n/a', 3, 4, 'n/a', 'n/a', 4, 4, 'n/a', 4, 5, 4, 4, 5, 'n/a', 4)",4.1,"('n/a', 3, 4, 'n/a', 'n/a', 3, 4, 'n/a', 4, 5, 4, 4, 5, 'n/a', 3)",3.9,"('n/a', 3, 4, 'n/a', 'n/a', 4, 4, 'n/a', 3, 5, 4, 4, 4, 'n/a', 3)",3.8,"('n/a', 3, 4, 'n/a', 'n/a', 4, 4, 'n/a', 4, 5, 4, 4, 5, 'n/a', 3)",4.0,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, 3)",3.6666666666666665,"(4, 4, 3)",3.6666666666666665,"(4, 4, 4)",4.0,"(4, 4, 3)",3.6666666666666665,"(1, 1, 1)",1,"('n/a', 3, 4, 'n/a', 'n/a', 4, 4, 'n/a', 4, 5, 4, 4, 5, 'n/a', 4)(4, 4, 3)",3.883333333333333,"('n/a', 3, 4, 'n/a', 'n/a', 3, 4, 'n/a', 4, 5, 4, 4, 5, 'n/a', 3)(4, 4, 3)",3.783333333333333,"('n/a', 3, 4, 'n/a', 'n/a', 4, 4, 'n/a', 3, 5, 4, 4, 4, 'n/a', 3)(4, 4, 4)",3.9,"('n/a', 3, 4, 'n/a', 'n/a', 4, 4, 'n/a', 4, 5, 4, 4, 5, 'n/a', 3)(4, 4, 3)",3.833333333333333,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
3N7PQ0KLI5Y4YIV8T1KH0ILXNHW3EB,"(5, 3, 2, 'n/a', 'n/a', 2, 3, 'n/a', 'n/a', 3, 3, 4, 3, 'n/a', 2)",3.0,"(4, 3, 3, 'n/a', 'n/a', 2, 3, 'n/a', 'n/a', 3, 3, 3, 4, 'n/a', 2)",3.0,"(5, 3, 3, 'n/a', 'n/a', 3, 4, 'n/a', 'n/a', 3, 2, 3, 2, 'n/a', 1)",2.9,"(5, 3, 3, 'n/a', 'n/a', 2, 3, 'n/a', 'n/a', 3, 2, 3, 3, 'n/a', 2)",2.9,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 'n/a', 4)",4.0,"(4, 'n/a', 4)",4.0,"(4, 'n/a', 5)",4.5,"(4, 'n/a', 4)",4.0,"(1, 'n/a', 1)",1,"(5, 3, 2, 'n/a', 'n/a', 2, 3, 'n/a', 'n/a', 3, 3, 4, 3, 'n/a', 2)(4, 'n/a', 4)",3.5,"(4, 3, 3, 'n/a', 'n/a', 2, 3, 'n/a', 'n/a', 3, 3, 3, 4, 'n/a', 2)(4, 'n/a', 4)",3.5,"(5, 3, 3, 'n/a', 'n/a', 3, 4, 'n/a', 'n/a', 3, 2, 3, 2, 'n/a', 1)(4, 'n/a', 5)",3.7,"(5, 3, 3, 'n/a', 'n/a', 2, 3, 'n/a', 'n/a', 3, 2, 3, 3, 'n/a', 2)(4, 'n/a', 4)",3.45,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 'n/a', 1)",1
3NBFJK3IOHRR4LKLIUUXOO4KVO6OG7,"(2, 1, 2, 'n/a', 2, 4, 'n/a', 3, 'n/a', 4, 2, 'n/a', 5, 'n/a', 5)",3.0,"(2, 1, 2, 'n/a', 2, 3, 'n/a', 4, 'n/a', 4, 2, 'n/a', 5, 'n/a', 5)",3.0,"(2, 1, 2, 'n/a', 2, 4, 'n/a', 4, 'n/a', 4, 2, 'n/a', 5, 'n/a', 5)",3.1,"(2, 1, 2, 'n/a', 2, 4, 'n/a', 4, 'n/a', 4, 2, 'n/a', 5, 'n/a', 5)",3.1,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"('#', 4, 5)",4.5,"('#', 2, 3)",2.5,"('#', 3, 5)",4.0,"('#', 3, 4)",3.5,"(0, 1, 1)",1,"(2, 1, 2, 'n/a', 2, 4, 'n/a', 3, 'n/a', 4, 2, 'n/a', 5, 'n/a', 5)('#', 4, 5)",3.75,"(2, 1, 2, 'n/a', 2, 3, 'n/a', 4, 'n/a', 4, 2, 'n/a', 5, 'n/a', 5)('#', 2, 3)",2.75,"(2, 1, 2, 'n/a', 2, 4, 'n/a', 4, 'n/a', 4, 2, 'n/a', 5, 'n/a', 5)('#', 3, 5)",3.55,"(2, 1, 2, 'n/a', 2, 4, 'n/a', 4, 'n/a', 4, 2, 'n/a', 5, 'n/a', 5)('#', 3, 4)",3.3,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(0, 1, 1)",1
3NFWQRSHVENXY87SJRB71UV63NFGFD,"('n/a', 2, 1, 'n/a', 'n/a', 2, 3, 'n/a', 4, 3, 3, 2, 2, 'n/a', 4)",2.6,"('n/a', 3, 1, 'n/a', 'n/a', 1, 2, 'n/a', 4, 2, 2, 2, 3, 'n/a', 3)",2.3,"('n/a', 3, 1, 'n/a', 'n/a', 2, 2, 'n/a', 4, 2, 3, 2, 1, 'n/a', 4)",2.4,"('n/a', 3, 1, 'n/a', 'n/a', 2, 2, 'n/a', 4, 2, 3, 2, 2, 'n/a', 4)",2.5,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, 3)",3.6666666666666665,"(3, 2, 2)",2.3333333333333335,"(3, 3, 3)",3.0,"(3, 3, 3)",3.0,"(1, 1, 1)",1,"('n/a', 2, 1, 'n/a', 'n/a', 2, 3, 'n/a', 4, 3, 3, 2, 2, 'n/a', 4)(4, 4, 3)",3.1333333333333333,"('n/a', 3, 1, 'n/a', 'n/a', 1, 2, 'n/a', 4, 2, 2, 2, 3, 'n/a', 3)(3, 2, 2)",2.3166666666666664,"('n/a', 3, 1, 'n/a', 'n/a', 2, 2, 'n/a', 4, 2, 3, 2, 1, 'n/a', 4)(3, 3, 3)",2.7,"('n/a', 3, 1, 'n/a', 'n/a', 2, 2, 'n/a', 4, 2, 3, 2, 2, 'n/a', 4)(3, 3, 3)",2.75,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
