id,cogency,cogency_mean,effectiveness,effectiveness_mean,reasonableness,reasonableness_mean,overall,overall_mean,argumentative,argumentative_majority,text,title
3HJ1EVZS2OST7M0DF74HZPKG21PR35,"(3, 'n/a', 2, 'n/a', 4, 3, 4, 'n/a', 4, 3, 5, 'n/a', 4, 5)",3.7,"(2, 'n/a', 3, 'n/a', 4, 1, 4, 'n/a', 4, 2, 5, 'n/a', 4, 5)",3.4,"(3, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 4, 2, 4, 'n/a', 4, 5)",3.6,"(3, 'n/a', 3, 'n/a', 4, 3, 4, 'n/a', 4, 2, 5, 'n/a', 4, 5)",3.7,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"ethically, if your fathers insurance goes up you should pay it. it will probably get reviewed with in six months. however the good news is this is just lifes lessons learned.  you got a ticket for improper passing, no big deal. she got a ticket because she was half to blame at least. lets assume there is a big doctor bill.  you are probably insured on your fathers policy had you been at fault. your friend has the problem and he is totally at fault. he let you use the car.  now if there is a big clain he is not insured because he didn't list you as a separate driver and he might have to pay out of his pocket. this is his problem not yours. i don't see this as an ethical problem for you because you are insured.",Help Me Please?
3HKIF5DF6Y6OXYGFG5BFRY9V0KOG9F,"(2, 2, 2, 'n/a', 2, 2, 3, 'n/a', 2, '#', 1, 'n/a', 'n/a', 4)",2.2222222222222223,"(1, 2, 2, 'n/a', 2, 1, 2, 'n/a', 1, '#', 1, 'n/a', 'n/a', 5)",1.8888888888888888,"(2, 2, 2, 'n/a', 2, 2, 2, 'n/a', 1, '#', 1, 'n/a', 'n/a', 3)",1.8888888888888888,"(2, 2, 2, 'n/a', 2, 2, 2, 'n/a', 1, '#', 1, 'n/a', 'n/a', 4)",2.0,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"nuitsen I agree that it was not ethical and was even insensitive, but they were done in response to the suicide bombers and they certainly don't respect others beliefs and truths....what is the difference?

s_s2
You do not see all the people (muslims) who are not suicide bombers protesting about the suicide bombers when Islam, so we are told, is a peaceful religion. It is the suicide bombers who have no respect for others beliefs...they are even killing fellow Muslims in Iraq but I don't see anybody protesting about that. 
I was referring to the suicide bombers and not Muslims as a whole.

Melliare?",Denmark caricatures?
3I01FDIL6MHALULPT6VSBQYKHMYD2A,"(2, 'n/a', 2, 'n/a', 2, 1, 1, 'n/a', 3, 1, 1, 2, 'n/a', '#')",1.6666666666666667,"(2, 'n/a', 2, 'n/a', 2, 2, 1, 'n/a', 3, 1, 1, 2, 'n/a', '#')",1.7777777777777777,"(2, 'n/a', 2, 'n/a', 2, 1, 1, 'n/a', 2, 1, 1, 1, 'n/a', '#')",1.4444444444444444,"(2, 'n/a', 2, 'n/a', 2, 1, 1, 'n/a', 2, 1, 1, 2, 'n/a', '#')",1.5555555555555556,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"No, we wouldn't have to factor in the unwanted people if legs would be kept closed and there plenty of people who want but can't have. If self control was practiced we would have a lot less trouble with this topic. There are the few that get raped and whatever the other excuses are but there is adoption for that and as for health...my child has a right to live more than I do...abortion isn't really great for a woman's health either ya know?",Do you think abortion should be legal?
3I6NF2WGIG55WBE3DFYYFI4TEO5G5O,"(2, 'n/a', 2, 'n/a', 3, 2, 3, 4, 5, 4, 2, 'n/a', 'n/a', 4)",3.1,"(2, 'n/a', 2, 'n/a', 3, 2, 3, 4, 5, 4, 3, 'n/a', 'n/a', 4)",3.2,"(2, 'n/a', 2, 'n/a', 3, 2, 3, 4, 5, 4, 1, 'n/a', 'n/a', 4)",3.0,"(2, 'n/a', 2, 'n/a', 3, 2, 3, 4, 5, 4, 2, 'n/a', 'n/a', 4)",3.1,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"This is a great question!  I actually just learned all about discrimination in the workplace, and covered this.  It's funny, because the law states that you cannot discriminate due to sex, color, or age.  However, white men are the only group that is not covered in a protected class.  So, technically, yes it is illegal to exclude them, but they are not protected!  Seems kinda funny, but how often in America do they need protection...?",Is it illegal to exclude men and white people from employement based on their sex and/or race.?
3INZSNUD80ZLLE6OEFA7LD6YNS8D92,"(1, 2, 1, 'n/a', 2, 2, 3, 'n/a', 3, 4, 3, 'n/a', 'n/a', 5)",2.6,"(1, 2, 1, 'n/a', 2, 3, 3, 'n/a', 2, 2, 3, 'n/a', 'n/a', 5)",2.4,"(1, 2, 1, 'n/a', 2, 2, 2, 'n/a', 3, 3, 2, 'n/a', 'n/a', 5)",2.3,"(1, 2, 1, 'n/a', 2, 2, 3, 'n/a', 3, 3, 2, 'n/a', 'n/a', 5)",2.4,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"If the minor is under 12 yrs old I'd say ""NO""
But at Twelve I think your pretty aware of the things you are doing and the effects of them.
And there have been a couple of murders in the U.S. that were very thought out, planned. and commited by tweleve and thirteen year olds. I think they should not only be tried as an adult But punished as one to.","If a minor commits murder, should he/she be tried as an adult?"
3IV1AEQ4DRMYAVN6JJQ4OF6086NJ8X,"(3, 'n/a', 2, 'n/a', 2, 3, 4, 5, 5, 4, 2, 1, 'n/a', 'n/a')",3.1,"(2, 'n/a', 2, 'n/a', 2, 4, 4, 5, 4, 2, 3, 2, 'n/a', 'n/a')",3.0,"(3, 'n/a', 2, 'n/a', 2, 3, 4, 5, 4, 4, 1, 1, 'n/a', 'n/a')",2.9,"(3, 'n/a', 2, 'n/a', 2, 3, 4, 5, 4, 3, 2, 1, 'n/a', 'n/a')",2.9,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"Wow that had to hurt you alot. i Cannot imagine the thought that you were holding back someone you loved. BUT i do not think you are. If hes not worried i wouldn't either. Sounds like his boss needs to get with he times and realize that gays, interracial couples, lesbians and most relationships are common place. I am sure if he keeps pushing your boyfriend that he will make a decision to find another firm rather than loose you. Good luck",Dilema...What to do?
3J6BHNX0U91EOMGS76FZ7RW8CQMNKO,"(4, 3, 3, 'n/a', 2, 3, 3, 'n/a', 4, 4, 3, 'n/a', 'n/a', 5)",3.4,"(4, 3, 3, 'n/a', 2, 3, 3, 'n/a', 4, 2, 3, 'n/a', 'n/a', 5)",3.2,"(4, 3, 3, 'n/a', 2, 2, 3, 'n/a', 4, 3, 2, 'n/a', 'n/a', 5)",3.1,"(4, 3, 3, 'n/a', 2, 3, 3, 'n/a', 4, 3, 3, 'n/a', 'n/a', 5)",3.3,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"Probably not.  Not many people work for free unless there's a compelling social reason to do so (e.g. if you're protesting discrimination, etc).  You MIGHT get someone to take the case on fee, which is to say they'd get a %age of the verdict.  This will oly work if 1) you have a good case, and 2) your case has a high potential settlement amount.

Otherwise, prepare to pay.  I went to law school and spent years (and hundreds of thousands) to get my training; I don't generally give work out for free unless there's a damn good reason.  And no, ""I don't want to pay"" is not a good reason.",Are there any lawyers out there that will take a civil court case in canada for free.?
3J94SKDEKIY2KR4CBPXQ9X1W1WPD5B,"(1, 'n/a', 2, 'n/a', 3, 1, 1, 'n/a', 3, 1, 1, 'n/a', 3, 4)",2.0,"(1, 'n/a', 3, 'n/a', 3, 1, 1, 'n/a', 2, 1, 1, 'n/a', 2, 2)",1.7,"(1, 'n/a', 3, 'n/a', 3, 1, 1, 'n/a', 2, 1, 1, 'n/a', 3, 2)",1.8,"(1, 'n/a', 3, 'n/a', 3, 1, 1, 'n/a', 2, 1, 1, 'n/a', 3, 3)",1.9,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"the liberal demacrates have made it ok to do all these things. If, in some maraculus way, drugs or alchahal became band, they would IMMIDIATELY demand that the law is ""unconstitutional"" i heard that they took out the picture of George washington praying out of a school because they said that it was ""unconstitutional"".  HES OUR FOUNDING FATHER! And they just took his picture out because they thought it was suggeting the christian values in the school. But they teach the kids about hinduism and judisum, but when it comes to christianity, ITS ILLEAGAL to teach the kids about that. And INstead of trying to keep kids out of sex, THEY ARE HANDING OUT CONDOMS, and trying to ""encourge"" the mto safe. I agree, its twisted.","America, the backwards country.?"
3J9UN9O9J31GS6I3OFDPV00IP8BJ0A,"(2, 2, 3, 'n/a', 2, 2, 4, 4, '#', 'n/a', 2, 'n/a', 'n/a', 4)",2.7777777777777777,"(2, 2, 3, 'n/a', 2, 1, 4, 4, '#', 'n/a', 3, 'n/a', 'n/a', 5)",2.888888888888889,"(2, 2, 3, 'n/a', 2, 2, 4, 4, '#', 'n/a', 1, 'n/a', 'n/a', 4)",2.6666666666666665,"(2, 2, 3, 'n/a', 2, 2, 4, 4, '#', 'n/a', 2, 'n/a', 'n/a', 4)",2.7777777777777777,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"Web Master has a point. Not only is it unethical, it resembles the workings of Stalin during the Cold War. But this isnt too unusual. HE seems to make bad and at that HORRIBLE descisions in the oval office, starting with rigging the election. This is a catastrophe, and it doesnt suprise me that his idea of public safety is ruining, ending, and controlling the lives of his citizens, letting the REAL bad guys reign havoc, and be done in time to kill some more of his own people and innocent civilians elsewhere.",Do you think the Bush Administration should be able to spy on millions unfettered?
3JMNNNO3B1D9U0LGA10I3EN5O352WB,"(4, 'n/a', 3, 'n/a', 3, 5, 4, 'n/a', 5, 4, 4, 'n/a', 5, 5)",4.2,"(4, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 5, 4, 5, 'n/a', 5, 5)",4.2,"(4, 'n/a', 3, 'n/a', 3, 5, 5, 'n/a', 5, 4, 3, 'n/a', 5, 5)",4.2,"(4, 'n/a', 3, 'n/a', 3, 5, 4, 'n/a', 5, 4, 4, 'n/a', 5, 5)",4.2,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"First, my expertise.  I'm a lawyer and I used to work for a firm that did liquor license litigation.

It's not entrapment for law enforcement to send minor decoys into a liquor store to see if the clerk will sell them alcohol.  It would only be entrapment if the minor decoy used extraordinary means to convince the clerk to sell alcohol to him.  The test is, was the clerk predisposed to commit the crime of selling alcohol to minors.  If the decoy just says to the clerk, ""Oh, come on!"" and the clerk gives in, the clerk was already predisposed to commit the crime and it's not entrapment.",Isn't entrapment by trying to get clerks or waitresses to sell alcohol to a minor illegal?
3JY0Q5X05JF3C83NUBHPJFVI4XJGG6,"(2, 'n/a', 3, 'n/a', '#', 3, 3, 'n/a', 4, '#', 5, 2, 'n/a', 1)",2.875,"(2, 'n/a', 3, 'n/a', '#', 2, 3, 'n/a', 3, '#', 5, 2, 'n/a', 1)",2.625,"(2, 'n/a', 3, 'n/a', '#', 3, 3, 'n/a', 4, '#', 4, 2, 'n/a', 1)",2.75,"(2, 'n/a', 3, 'n/a', '#', 3, 3, 'n/a', 3, '#', 5, 2, 'n/a', 1)",2.75,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"If your serious, maybe think about donating some to a worthy cause.  A young family struggling to make it and going to work everyday.  An elderly person living on social security and can't afford their electric bill.  Donate to a children's hospital, animal protective society, or senior center in your area.  Lots of things you can do with it.  I hope you find what your looking for.",I got lots of money who wants to share it?
3K8CQCU3KEA5JMA9WKY2V2Q3ZXVNWK,"(3, 'n/a', 3, 'n/a', 3, 3, 3, 'n/a', 3, 3, 4, 'n/a', 4, 2)",3.1,"(3, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 3, 2, 4, 'n/a', 4, 2)",3.2,"(2, 'n/a', 3, 'n/a', 3, 3, 4, 'n/a', 4, 4, 4, 'n/a', 4, 1)",3.2,"(3, 'n/a', 3, 'n/a', 3, 3, 4, 'n/a', 3, 3, 4, 'n/a', 4, 2)",3.2,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"I don't want to turn this into a bash-Bush answer (I try not to get mixed up in that) 

But one thing I have noticed is his inability to be an effective public speaker.  You would think he has the best speech writers money could buy, right?  Problem is..I don't think he uses them...I almost think he just wings the whole damn thing, but who knows.

I don't see a problem with speech writers to be honest, if your a president of a company, or of a nation, what you say will effect many people.  Hiring someone who is skilled in speeches and public policy is not only rational, but almost the only choice to properly convey the message you want everyone to hear.

If you really want to hear how a person speaks, debates are a good place to start, since even though they have official ""answers"" to expected questions, they do have to be on their toes a bit more than when they give an address.",Should America illegalize presidents using profesionally written speeches?
3KG2UQJ0MJX0ZPENKBZW3D8HBWEQNJ,"(2, 'n/a', 2, 'n/a', 2, 2, 2, 'n/a', 5, 2, '#', 'n/a', 4, 5)",2.888888888888889,"(2, 'n/a', 2, 'n/a', 2, 1, 3, 'n/a', 4, 2, '#', 'n/a', 3, 4)",2.5555555555555554,"(2, 'n/a', 2, 'n/a', 2, 1, 2, 'n/a', 4, 2, '#', 'n/a', 3, 3)",2.3333333333333335,"(2, 'n/a', 2, 'n/a', 2, 1, 2, 'n/a', 4, 2, '#', 'n/a', 3, 4)",2.4444444444444446,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"First of all, the Constitution does NOT guarantee the ""pursuit (or persuit) of happiness"".  That expression appears in the preamble to the Declaration of Independence.  On substance, I doubt very much time and energy is spent in enforcing laws relating to prostitution in relation to other offenses. Finally, will you admit to any role for morality in criminal law?  I mean, take laws relating to age of consent -- why is consensual sex illegal for, say, 15 year olds but not 16 year olds?  In other words, how do you draw a line?",Why does the government have the right to enact 'morals' laws?
3L55D8AUFA6QHN8IMV7C0OH7B1HCYQ,"(3, 'n/a', 3, 'n/a', 3, 2, 2, 'n/a', 5, 4, 4, 'n/a', 4, '#')",3.3333333333333335,"(2, 'n/a', 3, 'n/a', 3, 3, 2, 'n/a', 4, 3, 5, 'n/a', 4, '#')",3.2222222222222223,"(3, 'n/a', 3, 'n/a', 3, 2, 4, 'n/a', 4, 4, 3, 'n/a', 4, '#')",3.3333333333333335,"(3, 'n/a', 3, 'n/a', 3, 2, 3, 'n/a', 4, 4, 4, 'n/a', 4, '#')",3.3333333333333335,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"I think black people shouldn't say either because it still is a word that divides races. If 2 black kids are hanging out with a white kid and they call each other the n-word the white kid just wanting to be friendly is going to want to say the word too because he will always feel like an outsider if he can't great them in the friendly manner they great each other.

But on the other hand I am one of the few African Americans who feel this way. And I do agree why does it really matter so much to White Americans. Okay you can't have this one word you have all the other words to use plus you run the world, is it really so horrible that black people have this one thing.","The definition of the ""N"" word has changed over the years, but who can ""use"" it?"
3LAZVA75NI01PRCEJF98MKAJL05O2I,"(4, 4, 2, 'n/a', 3, 2, 3, 4, 4, 'n/a', 3, 'n/a', 'n/a', 4)",3.3,"(4, 4, 3, 'n/a', 3, 2, 3, 4, 3, 'n/a', 3, 'n/a', 'n/a', 3)",3.2,"(4, 4, 3, 'n/a', 3, 3, 3, 4, 3, 'n/a', 2, 'n/a', 'n/a', 2)",3.1,"(4, 4, 3, 'n/a', 3, 2, 3, 4, 3, 'n/a', 2, 'n/a', 'n/a', 3)",3.1,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"Blackmail is where you offer NOT to reveal some embarassing or damaging piece of information for money or some act:

obtaining or procuring something by illegal means, such as by force or coercion.

Here there is neither force or coercion.

I don't think this is blackmail exactly, because there is no force or coercion. However, one might argue that by offering the information for money, it could be.

I would call the police and see what they say. Since the girl didn't do anything illegal (I assume?), it's not something the police would care about, but the threat is real.",Exact legal definition of blackmail with respect to selling information?
3LOJFQ4BOXO52APFIC1WBMKEYMKDKW,"(2, 3, 3, 'n/a', 3, 2, 1, 'n/a', 4, 1, '#', 'n/a', 'n/a', '#')",2.375,"(1, 3, 3, 'n/a', 3, 1, 1, 'n/a', 4, 1, '#', 'n/a', 'n/a', '#')",2.125,"(2, 3, 3, 'n/a', 3, 1, 1, 'n/a', 4, 1, '#', 'n/a', 'n/a', '#')",2.25,"(2, 3, 3, 'n/a', 3, 1, 1, 'n/a', 4, 1, '#', 'n/a', 'n/a', '#')",2.25,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"Many of these answers talk about the woman being able to choose what is going to happen to her body. What about the babies choice? No baby would decide...I""I think I want to be partially born, (at a time when I COULD live outside my mothers body) be stabbed in the skull and have my brain sucked out. How selfish are the women who think it is all about them and what they need or want? People that support this should be forced to watch one being performed......LIVE!",I was just wondering how many self proclaimed pro-lifers realize....?
3LVTFB9DE5RUPXX1X7M1DTZKAKSQGB,"(3, 'n/a', 3, 'n/a', 3, 3, 4, 5, 5, 3, 4, 'n/a', 'n/a', 3)",3.6,"(4, 'n/a', 3, 'n/a', 3, 4, 4, 5, 5, 3, 4, 'n/a', 'n/a', 3)",3.8,"(3, 'n/a', 3, 'n/a', 3, 3, 4, 5, 5, 3, 3, 'n/a', 'n/a', 3)",3.5,"(3, 'n/a', 3, 'n/a', 3, 4, 4, 5, 5, 3, 4, 'n/a', 'n/a', 3)",3.7,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"I just attended a lecture yesterday that talked about these very statistics.  Our crime rate is actually going down, but our rate of incarceration is going up.  This reflects the US' ""war on crime"" and ""war on drugs"" started in the late 70s, early 80s (Reagan, mostly).  It's because we are taking action and using incarceration as the solution.  To really properly analize these numbers, you also have to look at the crime rates of all these nations (we also score very poorly, there, so you still have a point).  The statistics for african-americans is even worse - something like 6000+ african-american inmates per 100,000.","U.S., 1/20th of the world's population, 1/3 of the world's prison population. Why?"
3MDKGGG61QW5KK0N2Y7A67XI0DOT6Q,"(2, 3, 2, 'n/a', 2, 2, 3, 'n/a', 3, 'n/a', 2, 2, 'n/a', 2)",2.3,"(1, 3, 2, 'n/a', 2, 1, 3, 'n/a', 3, 'n/a', 2, 2, 'n/a', 1)",2.0,"(2, 3, 2, 'n/a', 2, 2, 2, 'n/a', 3, 'n/a', 1, 2, 'n/a', 1)",2.0,"(2, 3, 2, 'n/a', 2, 2, 3, 'n/a', 3, 'n/a', 1, 2, 'n/a', 1)",2.1,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"They can now and here in Florida it is legal for a person to shoot if they feel that they are in danger for their life. And you know what, if someone bashed my door down I'd shoot first and ask questions later. I think this may be very bad for all the police trying to do their jobs. What in Gods' name were they thinking? Some idiot right wingers may think this is OK but heaven help the cops.",Are police in the US alowed to knock your door down without anouncing themselves?
3MVY4USGB6WKY4I9FZB9T5R17L5ISK,"(4, 'n/a', 4, 'n/a', 2, 3, 3, 4, 5, 4, 4, 'n/a', 'n/a', 5)",3.8,"(4, 'n/a', 4, 'n/a', 2, 3, 3, 4, 4, 2, 5, 'n/a', 'n/a', 5)",3.6,"(4, 'n/a', 4, 'n/a', 2, 3, 3, 4, 4, 3, 4, 'n/a', 'n/a', 5)",3.6,"(4, 'n/a', 4, 'n/a', 2, 3, 3, 4, 4, 3, 4, 'n/a', 'n/a', 5)",3.6,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"The difference between the two is more like Dolphins and Porpoises not Lions and Bats.

The reason one is legal and the other is not, is because the law says one is legal and the other is not. The actual difference between the two acts are hard to see. It is not legal to have sex with someone for money, but is totally legal to have sex with someone free. It is not legal to have sex with someone for money, but it is totally legal to have film two other people having for money if you sell that film commercially. A rational, logical human being would never be able to understand this, which is why it is something only lawyers and politicians could come up with.

The bottom line is they could make prostitution legal, they chose not to, they could make porn illegal they chose not to. It is one of those cases where the difference is only what the court says is the difference. Great question.","If prostitution is illegal, how can it be legal to pay two people to have sex and film it in a porn movie?"
3MWOYZD5WVXXED175Y7SE8DHWVWNO8,"(5, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 5, 5, '#', 2, 'n/a', 5)",4.0,"(5, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 5, 5, '#', 3, 'n/a', 5)",4.111111111111111,"(5, 'n/a', 3, 'n/a', 3, 4, 5, 'n/a', 5, 5, '#', 3, 'n/a', 5)",4.222222222222222,"(5, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 5, 5, '#', 2, 'n/a', 5)",4.0,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"Technically IC Systems is liable, but you'd probably have to go to small claims court to make them cough up.  

My advice to you is to change your bank account number right away so they can't dip into it any time they like.  (This is the only dependable way to stop unwanted ACH transfers once you have given your permission for the withdrawal.)  Then set up other payment arrangements with them.  While you're doing that, you should tell them you're reducing the amount you owe by the $120 in fees they cost you.  Put that in a letter to them, and pay the account down until there is only $120 left.  Then stop paying.  If they continue to come after you, refer to the letter and point out that you have a legitimate dispute.",Collection Agency debited funds from bank 10 days sooner than agreed upon date. Now I have bank fees. Advice?
3MYASTQBG7KRDDNAVHLT78WNXSCQD1,"(3, 'n/a', 2, 'n/a', '#', 3, 4, 'n/a', 4, 3, 4, 2, 'n/a', 4)",3.2222222222222223,"(3, 'n/a', 2, 'n/a', '#', 3, 4, 'n/a', 3, 2, 4, 2, 'n/a', 4)",3.0,"(3, 'n/a', 2, 'n/a', '#', 3, 4, 'n/a', 3, 4, 3, 2, 'n/a', 3)",3.0,"(3, 'n/a', 2, 'n/a', '#', 3, 4, 'n/a', 3, 3, 4, 2, 'n/a', 4)",3.111111111111111,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"There is no requirement to video tape your FST's. Since most departments don't have in-car cameras, I don't think they ""forgot"" to tape your FST's. Your license is done and the police will testify about your performance. If you thought you weren't drunk, you should have taken the breathalyser. Then again, people don't usually make sound decisions when they are drunk.",If I was arrested for a DUI and refused to blow and cops forgot to video tape my roadside tests. Am I notguilt
3N2YPY1GI67OARXRDBQNJDDGEWSVET,"(4, 'n/a', 3, 'n/a', 2, 2, 4, 4, 5, 4, 1, 'n/a', 'n/a', 5)",3.4,"(4, 'n/a', 3, 'n/a', 2, 1, 4, 4, 5, 4, 1, 'n/a', 'n/a', 5)",3.3,"(4, 'n/a', 3, 'n/a', 2, 2, 4, 4, 5, 4, 1, 'n/a', 'n/a', 5)",3.4,"(4, 'n/a', 3, 'n/a', 2, 2, 4, 4, 5, 4, 1, 'n/a', 'n/a', 5)",3.4,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"This debate has clarified for me that the government shouldn't really be in the marriage business.  Let the churches perform marriages for whomever they think fit, and let the government simply record the marraiges or civil unions and grant equal rights to them all.  As for plural ""marriages,""  they exist, but there is not a sizable part of the population which supports them.  That is a different debate for another day, and the issues are quite different.  In my mind, the purpose of marriage or civil union is to provide support to individuals, especially when they are raising children.  Some of the most monogamous couples I know are gay, and they are some of the best parents too.",Should same-sex marriages be legal?
3NFWQRSHVENXY87SJRB71UV63IJGF7,"(4, 4, 3, 'n/a', 3, 3, 4, 'n/a', 5, 4, 4, 'n/a', 'n/a', 5)",3.9,"(4, 4, 4, 'n/a', 3, 3, 4, 'n/a', 5, 4, 5, 'n/a', 'n/a', 5)",4.1,"(4, 4, 4, 'n/a', 3, 3, 4, 'n/a', 5, 4, 4, 'n/a', 'n/a', 5)",4.0,"(4, 4, 4, 'n/a', 3, 3, 4, 'n/a', 5, 4, 4, 'n/a', 'n/a', 5)",4.0,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"Civil marriage (i.e. the license you get when you get married) is not religious in any way, shape or form. It is in its very nature controlled by the government and government thus has the right and responsibility to define it. I don't think it should do so in a way that blatantly discriminates against a group like homosexuals, but it is most certainly within the government's prerogative to define marriage. If you find a church that agrees to, you can have a wedding ceremony to whomever or whatever you like, but only the government can decide if the government is going to recognize it.","Gay Marriage, isn't this a religious issue?"
3OLZC0DJ8JO0QWZD9UGE4SB86PZVI2,"(4, 'n/a', 2, 'n/a', 2, 2, 3, 'n/a', 5, 4, 3, 2, 'n/a', 4)",3.1,"(4, 'n/a', 3, 'n/a', 2, 3, 3, 'n/a', 4, 3, 4, 1, 'n/a', 5)",3.2,"(4, 'n/a', 3, 'n/a', 2, 3, 3, 'n/a', 5, 3, 2, 2, 'n/a', 4)",3.1,"(4, 'n/a', 3, 'n/a', 2, 3, 3, 'n/a', 5, 3, 3, 2, 'n/a', 4)",3.2,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"Sounds to me like you want to teach this person a lesson. Sorry to say that those are not good legal grounds for a lawsuit.  You will never find an attorney to take this kind of case on contingency.  So, if you really want to pursue this you'll have to do it out of pocket, which will be obscenely expensive.

If your reputation was not in fact harmed then I would say to have a talk with the person, their boss, etc and then let it go.",who is a good lawyer for a sex harassment ?
